,Level,Slope,Curvature,Regime_0,Regime_1,Regime_2
2025-10-31,3.3405420745818457,-3.7026157263514543,0.49891621244140083,0.8049748927033563,0.167224868860955,0.02780023843568799
2025-11-30,3.2149392499981193,-4.171325632219081,0.6718550182988885,0.7016072970945407,0.23874991338466392,0.05964278952079452
2025-12-31,3.1022613983577547,-4.583009556174247,0.8254291753731609,0.6160375514789264,0.30354470863466826,0.08041773988640433
2026-01-31,3.0060657365751418,-4.9422209126088905,0.9622485321532197,0.5512033704441378,0.35951817493229876,0.08927845462356238
2026-02-28,2.926911703187409,-5.245483128579882,1.0808968087920547,0.5051854886212932,0.4051756274271985,0.08963888395150713
2026-03-31,2.864700669788234,-5.489823245480056,1.1799469082789666,0.47542575462302317,0.4396148201416253,0.08495942523535027
